HOOMD-blue 2.9.6 CUDA (10.2) DOUBLE HPMC_MIXED TBB SSE SSE2 SSE3 
Compiled: 03/17/2021
Copyright (c) 2009-2019 The Regents of the University of Michigan.
-----
You are using HOOMD-blue. Please cite the following:
* J A Anderson, J Glaser, and S C Glotzer. "HOOMD-blue: A Python package for
  high-performance molecular dynamics and hard particle Monte Carlo
  simulations", Computational Materials Science 173 (2020) 109363
-----
HOOMD-blue is running on the following GPU(s):
 [0]  Tesla P100-PCIE-12GB  56 SM_6.0 @ 1.33 GHz, 12198 MiB DRAM, MNG
run.py:007  |  system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/b83dce273531102fa2c624e593dddb4c/components.gsd", frame=-1, time_step=0)
notice(2): Group "all" created containing 60 particles
run.py:009  |  nl = hoomd.md.nlist.tree()
-----
You are using tree neighbor lists. Please cite the following:
* M P Howard, J A Anderson, A Nikoubashman, S C Glotzer, and A Z
  Panagiotopoulos. "Efficient neighbor list calculation for molecular simulation
  of colloidal systems using graphics processing units", Computer Physics
  Communications 203 (2016) 45--52
* M P Howard, A Statt, F Madutsa, T M Truskett, and A Z Panagiotopoulos.
  "Quantized bounding volume hierarchies for neighbor search in molecular
  simulations on graphics processing units", Computational Materials Science 164
  (2019) 139--146
-----
run.py:010  |  nl.reset_exclusions(exclusions=['1-2', '1-3'])
notice(2): -- Neighborlist exclusion statistics -- :
notice(2): Particles with 2 exclusions             : 2
notice(2): Particles with 3 exclusions             : 2
notice(2): Particles with 4 exclusions             : 56
notice(2): Neighbors included by diameter          : no
notice(2): Neighbors excluded when in the same body: no
run.py:012  |  table=hoomd.md.pair.table(width=101,nlist=nl)
run.py:013  |  table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-E_final.txt')
run.py:014  |  table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/K-K_final.txt')
run.py:015  |  table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-K_final.txt')
run.py:016  |  harmonic_bond = hoomd.md.bond.harmonic()
run.py:017  |  harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
run.py:018  |  harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
run.py:019  |  atable = hoomd.md.angle.table(width=200)
run.py:020  |  atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.E-K-K')
run.py:021  |  atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.K-E-K')
run.py:022  |  harmonic_dihedral = hoomd.md.dihedral.harmonic()
run.py:023  |  harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
run.py:024  |  harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)
run.py:026  |  _all = hoomd.group.all()
run.py:027  |  hoomd.md.integrate.mode_standard(0.0003)
run.py:029  |  integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)
run.py:000  |  
import hoomd
import hoomd.md
from hoomd.init import read_gsd

hoomd.context.initialize("")
system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/b83dce273531102fa2c624e593dddb4c/components.gsd", frame=-1, time_step=0)

nl = hoomd.md.nlist.tree()
nl.reset_exclusions(exclusions=['1-2', '1-3'])

table=hoomd.md.pair.table(width=101,nlist=nl)
table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-E_final.txt')
table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/K-K_final.txt')
table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-K_final.txt')
harmonic_bond = hoomd.md.bond.harmonic()
harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
atable = hoomd.md.angle.table(width=200)
atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.E-K-K')
atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.K-E-K')
harmonic_dihedral = hoomd.md.dihedral.harmonic()
harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)

_all = hoomd.group.all()
hoomd.md.integrate.mode_standard(0.0003)
integrator_kwargs = {'tau': 0.01, 'kT': 6.5}
integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)


hoomd.dump.gsd(
run.py:040  |  hoomd.run(6000000)
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type E-K-K-E, but is not used by the dihedral force
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type K-E-K-K, but is not used by the dihedral force
** starting run **
Time 00:00:10 | Step 79313 / 6000000 | TPS 7931.24 | ETA 00:12:26
Time 00:00:20 | Step 158892 / 6000000 | TPS 7957.86 | ETA 00:12:14
Time 00:00:30 | Step 238076 / 6000000 | TPS 7918.34 | ETA 00:12:07
Time 00:00:40 | Step 318590 / 6000000 | TPS 8051.37 | ETA 00:11:45
Time 00:00:50 | Step 398812 / 6000000 | TPS 8022.14 | ETA 00:11:38
Time 00:01:00 | Step 478114 / 6000000 | TPS 7930.14 | ETA 00:11:36
Time 00:01:10 | Step 558008 / 6000000 | TPS 7989.37 | ETA 00:11:21
Time 00:01:20 | Step 637610 / 6000000 | TPS 7960.19 | ETA 00:11:13
Time 00:01:30 | Step 717532 / 6000000 | TPS 7992.12 | ETA 00:11:00
Time 00:01:40 | Step 797063 / 6000000 | TPS 7953.07 | ETA 00:10:54
Time 00:01:50 | Step 876935 / 6000000 | TPS 7987.17 | ETA 00:10:41
Time 00:02:00 | Step 957264 / 6000000 | TPS 8032.81 | ETA 00:10:27
Time 00:02:10 | Step 1036497 / 6000000 | TPS 7923.28 | ETA 00:10:26
Time 00:02:20 | Step 1116603 / 6000000 | TPS 8010.59 | ETA 00:10:09
Time 00:02:30 | Step 1196982 / 6000000 | TPS 8037.84 | ETA 00:09:57
Time 00:02:40 | Step 1276698 / 6000000 | TPS 7971.52 | ETA 00:09:52
Time 00:02:50 | Step 1358016 / 6000000 | TPS 8131.76 | ETA 00:09:30
Time 00:03:00 | Step 1438270 / 6000000 | TPS 8025.37 | ETA 00:09:28
Time 00:03:10 | Step 1518285 / 6000000 | TPS 8001.42 | ETA 00:09:20
Time 00:03:20 | Step 1600392 / 6000000 | TPS 8210.68 | ETA 00:08:55
Time 00:03:30 | Step 1681167 / 6000000 | TPS 8077.44 | ETA 00:08:54
Time 00:03:40 | Step 1762476 / 6000000 | TPS 8130.81 | ETA 00:08:41
Time 00:03:50 | Step 1842162 / 6000000 | TPS 7968.52 | ETA 00:08:41
Time 00:04:00 | Step 1921421 / 6000000 | TPS 7925.8 | ETA 00:08:34
Time 00:04:10 | Step 2002354 / 6000000 | TPS 8093.27 | ETA 00:08:13
Time 00:04:20 | Step 2082685 / 6000000 | TPS 8033.06 | ETA 00:08:07
Time 00:04:30 | Step 2162472 / 6000000 | TPS 7978.61 | ETA 00:08:00
Time 00:04:40 | Step 2243029 / 6000000 | TPS 8055.66 | ETA 00:07:46
Time 00:04:50 | Step 2324120 / 6000000 | TPS 8109.01 | ETA 00:07:33
Time 00:05:00 | Step 2405084 / 6000000 | TPS 8096.37 | ETA 00:07:24
Time 00:05:10 | Step 2485381 / 6000000 | TPS 8029.7 | ETA 00:07:17
Time 00:05:20 | Step 2566506 / 6000000 | TPS 8112.44 | ETA 00:07:03
Time 00:05:30 | Step 2646057 / 6000000 | TPS 7955.02 | ETA 00:07:01
Time 00:05:40 | Step 2726246 / 6000000 | TPS 8018.88 | ETA 00:06:48
Time 00:05:50 | Step 2806063 / 6000000 | TPS 7981.67 | ETA 00:06:40
Time 00:06:00 | Step 2886418 / 6000000 | TPS 8035.47 | ETA 00:06:27
Time 00:06:10 | Step 2969599 / 6000000 | TPS 8318.1 | ETA 00:06:04
Time 00:06:20 | Step 3052910 / 6000000 | TPS 8331.06 | ETA 00:05:53
Time 00:06:30 | Step 3133421 / 6000000 | TPS 8051.01 | ETA 00:05:56
Time 00:06:40 | Step 3213045 / 6000000 | TPS 7962.36 | ETA 00:05:50
Time 00:06:50 | Step 3293333 / 6000000 | TPS 8028.73 | ETA 00:05:37
Time 00:07:00 | Step 3374092 / 6000000 | TPS 8075.86 | ETA 00:05:25
Time 00:07:10 | Step 3454732 / 6000000 | TPS 8063.93 | ETA 00:05:15
Time 00:07:20 | Step 3534547 / 6000000 | TPS 7981.41 | ETA 00:05:08
Time 00:07:30 | Step 3614228 / 6000000 | TPS 7968.08 | ETA 00:04:59
Time 00:07:40 | Step 3694150 / 6000000 | TPS 7992.13 | ETA 00:04:48
Time 00:07:50 | Step 3773639 / 6000000 | TPS 7948.86 | ETA 00:04:40
Time 00:08:00 | Step 3853821 / 6000000 | TPS 8018.17 | ETA 00:04:27
Time 00:08:10 | Step 3934393 / 6000000 | TPS 8056.87 | ETA 00:04:16
Time 00:08:20 | Step 4015023 / 6000000 | TPS 8062.98 | ETA 00:04:06
Time 00:08:30 | Step 4095411 / 6000000 | TPS 8038.71 | ETA 00:03:56
Time 00:08:40 | Step 4175311 / 6000000 | TPS 7989.94 | ETA 00:03:48
Time 00:08:50 | Step 4255316 / 6000000 | TPS 8000.41 | ETA 00:03:38
Time 00:09:00 | Step 4336509 / 6000000 | TPS 8119.29 | ETA 00:03:24
Time 00:09:10 | Step 4416440 / 6000000 | TPS 7993.06 | ETA 00:03:18
Time 00:09:20 | Step 4497037 / 6000000 | TPS 8059.65 | ETA 00:03:06
Time 00:09:30 | Step 4577137 / 6000000 | TPS 8009.96 | ETA 00:02:57
Time 00:09:40 | Step 4657485 / 6000000 | TPS 8034.75 | ETA 00:02:47
Time 00:09:50 | Step 4739357 / 6000000 | TPS 8187.18 | ETA 00:02:33
Time 00:10:00 | Step 4818945 / 6000000 | TPS 7958.76 | ETA 00:02:28
