HOOMD-blue 2.9.6 CUDA (10.2) DOUBLE HPMC_MIXED TBB SSE SSE2 SSE3 
Compiled: 03/17/2021
Copyright (c) 2009-2019 The Regents of the University of Michigan.
-----
You are using HOOMD-blue. Please cite the following:
* J A Anderson, J Glaser, and S C Glotzer. "HOOMD-blue: A Python package for
  high-performance molecular dynamics and hard particle Monte Carlo
  simulations", Computational Materials Science 173 (2020) 109363
-----
HOOMD-blue is running on the following GPU(s):
 [0]  Tesla P100-PCIE-12GB  56 SM_6.0 @ 1.33 GHz, 12198 MiB DRAM, MNG
run.py:007  |  system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/b83dce273531102fa2c624e593dddb4c/components.gsd", frame=-1, time_step=0)
notice(2): Group "all" created containing 60 particles
run.py:009  |  nl = hoomd.md.nlist.tree()
-----
You are using tree neighbor lists. Please cite the following:
* M P Howard, J A Anderson, A Nikoubashman, S C Glotzer, and A Z
  Panagiotopoulos. "Efficient neighbor list calculation for molecular simulation
  of colloidal systems using graphics processing units", Computer Physics
  Communications 203 (2016) 45--52
* M P Howard, A Statt, F Madutsa, T M Truskett, and A Z Panagiotopoulos.
  "Quantized bounding volume hierarchies for neighbor search in molecular
  simulations on graphics processing units", Computational Materials Science 164
  (2019) 139--146
-----
run.py:010  |  nl.reset_exclusions(exclusions=['1-2', '1-3'])
notice(2): -- Neighborlist exclusion statistics -- :
notice(2): Particles with 2 exclusions             : 2
notice(2): Particles with 3 exclusions             : 2
notice(2): Particles with 4 exclusions             : 56
notice(2): Neighbors included by diameter          : no
notice(2): Neighbors excluded when in the same body: no
run.py:012  |  table=hoomd.md.pair.table(width=101,nlist=nl)
run.py:013  |  table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-E_final.txt')
run.py:014  |  table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/K-K_final.txt')
run.py:015  |  table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-K_final.txt')
run.py:016  |  harmonic_bond = hoomd.md.bond.harmonic()
run.py:017  |  harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
run.py:018  |  harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
run.py:019  |  atable = hoomd.md.angle.table(width=200)
run.py:020  |  atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.E-K-K')
run.py:021  |  atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.K-E-K')
run.py:022  |  harmonic_dihedral = hoomd.md.dihedral.harmonic()
run.py:023  |  harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
run.py:024  |  harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)
run.py:026  |  _all = hoomd.group.all()
run.py:027  |  hoomd.md.integrate.mode_standard(0.0003)
run.py:029  |  integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)
run.py:000  |  
import hoomd
import hoomd.md
from hoomd.init import read_gsd

hoomd.context.initialize("")
system = read_gsd("/home/erjank_project/chrisjones/pekk-msibi-final/learning-runs/single-chains/workspace/b83dce273531102fa2c624e593dddb4c/components.gsd", frame=-1, time_step=0)

nl = hoomd.md.nlist.tree()
nl.reset_exclusions(exclusions=['1-2', '1-3'])

table=hoomd.md.pair.table(width=101,nlist=nl)
table.set_from_file('E', 'E', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-E_final.txt')
table.set_from_file('K', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/K-K_final.txt')
table.set_from_file('E', 'K', filename='/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/pairs-6.5kT/workspace/cf6f340fd41d9f9119443c10dc659a95/E-K_final.txt')
harmonic_bond = hoomd.md.bond.harmonic()
harmonic_bond.bond_coeff.set('E-K', k=850, r0=1.47)
harmonic_bond.bond_coeff.set('K-K', k=1450, r0=1.53)
atable = hoomd.md.angle.table(width=200)
atable.set_from_file('E-K-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.E-K-K')
atable.set_from_file('K-E-K', '/home/erjank_project/chrisjones/pekk-msibi-final/msibi-runs/angles/second-run-deeper/potentials/angle_pot.K-E-K')
harmonic_dihedral = hoomd.md.dihedral.harmonic()
harmonic_dihedral.dihedral_coeff.set('E-K-K-E', k=16, d=-1, n=1, phi0=0)
harmonic_dihedral.dihedral_coeff.set('K-E-K-K', k=12, d=-1, n=1, phi0=0)

_all = hoomd.group.all()
hoomd.md.integrate.mode_standard(0.0003)
integrator_kwargs = {'tau': 0.01, 'kT': 6.5}
integrator = hoomd.md.integrate.nvt(group=_all, **integrator_kwargs)


hoomd.dump.gsd(
run.py:040  |  hoomd.run(6000000)
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type E-K-K-E, but is not used by the dihedral force
notice(2): Notice: Possible typo? Force coeff phi0 is specified for type K-E-K-K, but is not used by the dihedral force
** starting run **
Time 00:00:10 | Step 76887 / 6000000 | TPS 7688.62 | ETA 00:12:50
Time 00:00:20 | Step 157250 / 6000000 | TPS 8036.25 | ETA 00:12:07
Time 00:00:30 | Step 237295 / 6000000 | TPS 8004.42 | ETA 00:11:59
Time 00:00:40 | Step 316445 / 6000000 | TPS 7914.93 | ETA 00:11:58
Time 00:00:50 | Step 395922 / 6000000 | TPS 7947.62 | ETA 00:11:45
Time 00:01:00 | Step 476171 / 6000000 | TPS 8024.87 | ETA 00:11:28
Time 00:01:10 | Step 555912 / 6000000 | TPS 7974.05 | ETA 00:11:22
Time 00:01:20 | Step 635066 / 6000000 | TPS 7915.35 | ETA 00:11:17
Time 00:01:30 | Step 713861 / 6000000 | TPS 7879.45 | ETA 00:11:10
Time 00:01:40 | Step 795145 / 6000000 | TPS 8128.34 | ETA 00:10:40
Time 00:01:50 | Step 877981 / 6000000 | TPS 8283.54 | ETA 00:10:18
Time 00:02:00 | Step 958201 / 6000000 | TPS 8021.95 | ETA 00:10:28
Time 00:02:10 | Step 1037659 / 6000000 | TPS 7945.76 | ETA 00:10:24
Time 00:02:20 | Step 1117177 / 6000000 | TPS 7951.76 | ETA 00:10:14
Time 00:02:30 | Step 1198465 / 6000000 | TPS 8128.79 | ETA 00:09:50
Time 00:02:40 | Step 1278559 / 6000000 | TPS 8009.36 | ETA 00:09:49
Time 00:02:50 | Step 1361143 / 6000000 | TPS 8258.39 | ETA 00:09:21
Time 00:03:00 | Step 1441044 / 6000000 | TPS 7990.04 | ETA 00:09:30
Time 00:03:10 | Step 1520753 / 6000000 | TPS 7970.87 | ETA 00:09:21
Time 00:03:20 | Step 1600682 / 6000000 | TPS 7992.77 | ETA 00:09:10
Time 00:03:30 | Step 1679551 / 6000000 | TPS 7886.9 | ETA 00:09:07
Time 00:03:40 | Step 1759511 / 6000000 | TPS 7995.98 | ETA 00:08:50
Time 00:03:50 | Step 1838215 / 6000000 | TPS 7870.35 | ETA 00:08:48
Time 00:04:00 | Step 1917390 / 6000000 | TPS 7917.49 | ETA 00:08:35
Time 00:04:10 | Step 1998267 / 6000000 | TPS 8087.64 | ETA 00:08:14
Time 00:04:20 | Step 2078020 / 6000000 | TPS 7975.22 | ETA 00:08:11
Time 00:04:30 | Step 2159244 / 6000000 | TPS 8122.39 | ETA 00:07:52
Time 00:04:40 | Step 2239014 / 6000000 | TPS 7976.91 | ETA 00:07:51
Time 00:04:50 | Step 2319208 / 6000000 | TPS 8019.32 | ETA 00:07:38
Time 00:05:00 | Step 2399364 / 6000000 | TPS 8015.55 | ETA 00:07:29
Time 00:05:10 | Step 2478621 / 6000000 | TPS 7925.6 | ETA 00:07:24
Time 00:05:20 | Step 2558357 / 6000000 | TPS 7973.52 | ETA 00:07:11
Time 00:05:30 | Step 2638801 / 6000000 | TPS 8044.13 | ETA 00:06:57
Time 00:05:40 | Step 2719768 / 6000000 | TPS 8096.63 | ETA 00:06:45
Time 00:05:50 | Step 2799793 / 6000000 | TPS 8002.46 | ETA 00:06:39
Time 00:06:00 | Step 2879587 / 6000000 | TPS 7979.36 | ETA 00:06:31
Time 00:06:10 | Step 2961084 / 6000000 | TPS 8149.65 | ETA 00:06:12
Time 00:06:20 | Step 3041127 / 6000000 | TPS 8004.22 | ETA 00:06:09
Time 00:06:30 | Step 3120289 / 6000000 | TPS 7916.13 | ETA 00:06:03
Time 00:06:40 | Step 3198818 / 6000000 | TPS 7852.85 | ETA 00:05:56
Time 00:06:50 | Step 3280183 / 6000000 | TPS 8136.41 | ETA 00:05:34
Time 00:07:00 | Step 3359236 / 6000000 | TPS 7905.3 | ETA 00:05:34
Time 00:07:10 | Step 3438330 / 6000000 | TPS 7909.39 | ETA 00:05:23
Time 00:07:20 | Step 3517365 / 6000000 | TPS 7903.48 | ETA 00:05:14
Time 00:07:30 | Step 3596629 / 6000000 | TPS 7926.38 | ETA 00:05:03
Time 00:07:40 | Step 3676631 / 6000000 | TPS 8000.17 | ETA 00:04:50
Time 00:07:50 | Step 3757986 / 6000000 | TPS 8135.46 | ETA 00:04:35
Time 00:08:00 | Step 3837226 / 6000000 | TPS 7923.91 | ETA 00:04:32
Time 00:08:10 | Step 3916035 / 6000000 | TPS 7880.81 | ETA 00:04:24
Time 00:08:20 | Step 3995256 / 6000000 | TPS 7922 | ETA 00:04:13
Time 00:08:30 | Step 4074618 / 6000000 | TPS 7936.19 | ETA 00:04:02
Time 00:08:40 | Step 4154399 / 6000000 | TPS 7978.03 | ETA 00:03:51
Time 00:08:50 | Step 4235157 / 6000000 | TPS 8075.78 | ETA 00:03:38
Time 00:09:00 | Step 4314542 / 6000000 | TPS 7938.48 | ETA 00:03:32
Time 00:09:10 | Step 4394674 / 6000000 | TPS 8013.12 | ETA 00:03:20
Time 00:09:20 | Step 4474038 / 6000000 | TPS 7936.37 | ETA 00:03:12
Time 00:09:30 | Step 4554225 / 6000000 | TPS 8018.69 | ETA 00:03:00
Time 00:09:40 | Step 4633448 / 6000000 | TPS 7922.24 | ETA 00:02:52
Time 00:09:50 | Step 4713047 / 6000000 | TPS 7959.82 | ETA 00:02:41
Time 00:10:00 | Step 4794093 / 6000000 | TPS 8104.55 | ETA 00:02:28
