x,potential,force
0.0,181.08354844285788,35.075659573951064
0.031415926535897934,179.9962029960654,70.15131914790442
0.06283185307179587,176.7341666556878,105.22697872185732
0.0942477796076938,173.47213031531024,105.22697872185732
0.12566370614359174,170.21009397493265,105.22697872185778
0.15707963267948966,166.94805763455506,105.22697872185778
0.1884955592153876,163.68602129417746,105.22697872185732
0.21991148575128555,160.4239849537999,105.22697872185732
0.25132741228718347,157.1619486134223,105.22697872185732
0.2827433388230814,153.89991227304475,105.22697872185732
0.3141592653589793,150.63787593266716,105.22697872185778
0.3455751918948773,147.37583959228957,105.22697872185778
0.3769911184307752,144.11380325191197,105.22697872185732
0.4084070449666731,140.8517669115344,105.22697872185732
0.4398229715025711,137.58973057115682,105.22697872185732
0.471238898038469,134.32769423077926,105.22697872185732
0.5026548245743669,131.06565789040167,105.22697872185732
0.5340707511102649,127.8036215500241,105.22697872185732
0.5654866776461628,124.54158520964651,105.22697872185732
0.5969026041820608,121.27954886926895,105.22697872185732
0.6283185307179586,118.01751252889136,105.22697872185755
0.6597344572538566,114.75547618851378,105.22697872185755
0.6911503837897546,111.49343984813619,105.22697872185755
0.7225663103256524,108.23140350775861,105.22697872185755
0.7539822368615504,104.96936716738102,105.22697872185755
0.7853981633974484,101.70733082700345,105.22697872185732
0.8168140899333463,98.44529448662587,105.22697872185755
0.8482300164692442,95.18325814624828,105.22697872185732
0.8796459430051422,91.92122180587072,105.22697872185732
0.9110618695410401,88.65918546549312,105.22697872185755
0.942477796076938,85.39714912511555,105.22697872185778
0.9738937226128359,82.13511278473794,105.22697872185778
1.0053096491487339,78.87307644436036,105.22697872185732
1.0367255756846319,75.61104010398279,105.22697872185732
1.0681415022205298,72.34900376360521,105.2269787218571
1.0995574287564276,69.08696742322765,105.2269787218571
1.1309733552923256,65.82493108285007,105.22697872185732
1.1623892818282235,62.562894742472494,105.22697872185755
1.1938052083641215,59.3008584020949,105.22697872185755
1.2252211349000195,56.038822061717326,105.22697872185732
1.2566370614359172,52.77678572133975,105.22697872185732
1.2880529879718152,49.51474938096217,81.48602132513956
1.3194689145077132,47.724652399181096,13.31367065067468
1.3508848410436112,48.68930180062034,-4.322144530257054
1.3823007675795091,47.99262536005703,12.24201216724552
1.4137166941154071,47.93029704625112,121.79113541936013
1.4451326206513049,40.441574964056706,139.81799720898337
1.4765485471872029,39.26158121929415,89.1192890155295
1.5079644737231008,34.91617904509388,-37.701478420138464
1.5393804002589988,41.599072881342735,-76.99189131390399
1.5707963267948968,39.689676306555924,-2.1226856045250813
1.6022122533307945,41.73067938882329,70.05699058888287
1.6336281798666925,35.346142890045186,149.60647774837167
1.6650441064025905,32.455077768424246,129.34988698490514
1.6964600329384885,27.326449896981067,117.04122558499692
1.7278759594743864,25.198521782154437,46.625480737424986
1.7592918860102844,24.435670091260718,45.90903525040186
1.7907078125461822,22.35216159662952,67.25436019797442
1.8221237390820801,20.265899758986304,75.75066198491209
1.8535396656179781,17.655620553564972,60.012631287683114
1.884955592153876,16.54511661914995,42.25065178191501
1.916371518689774,15.036080143086242,39.81600202830585
1.9477874452256718,14.076524493394988,35.07317580788871
1.9792033717615698,12.861543242997142,31.78068140424651
2.0106192982974678,12.106122246331704,20.331319588486714
2.0420352248333655,11.601001428510965,9.709696129905028
2.0734511513692637,11.504121086277593,2.3297053232413147
2.1048670779051615,11.456559698470004,2.5548856754484244
2.1362830044410597,11.34571817439979,-5.284422393336589
2.1676989309769574,11.784193886856873,-14.342532227079346
2.199114857512855,12.23495517247871,-14.826406671156763
2.2305307840487534,12.703431100468592,-18.382563235664602
2.261946710584651,13.374674093089915,-27.423841071800805
2.2933626371205493,14.403709246920242,-38.104430494117096
2.324778563656447,15.737148783725175,-30.29677252018966
2.356194490192345,16.282109143172,-19.827146971959365
2.387610416728243,16.966431895986656,-0.8607560612537943
2.419026343264141,16.335476018969736,14.273622367416271
2.450442269800039,16.081467309206847,28.51114133528247
2.4818581963359367,14.567785256182223,19.324096466752067
2.5132741228718345,14.883373328268219,4.3868545341852565
2.5446900494077327,14.295800275062737,1.3549689254603727
2.5761059759436304,14.799365254889675,19.644377607426797
2.6075219024795286,13.077848863402275,42.65505225816471
2.6389378290154264,12.154752014883464,40.676224443429035
2.6703537555513246,10.555922947909675,37.14697719485712
2.7017696820872223,9.851639428802322,34.14790501616104
2.73318560862312,8.43875283690769,41.304941449848485
2.7646015351590183,7.290733058911716,21.801172949928574
2.796017461694916,7.087080114012119,12.191933057726386
2.8274333882308142,6.53483320933268,16.002695510986403
2.858849314766712,6.094912992330962,30.773860319281333
2.8902652413026098,4.626853869537237,21.074550395097678
2.921681167838508,4.788290867834906,-3.007809464519517
2.9530970943744057,4.8133380563374475,-9.949638784969615
2.984513020910304,5.405168472503022,-16.51251636938163
3.0159289474462017,5.8371140712391085,6.315786085501028
3.0473448739820994,5.0135897352019585,13.856839370323602
3.0787608005179976,4.977990030279045,12.173371101532238
3.1101767270538954,4.25884072690696,-1.550953544370171
3.141592653589793,5.074149150029996,-26.300271713646325
